"longitude","latitude","housingMedianAge","totalRooms","totalBedrooms","population","households","medianIncome","medianHouseValue"
-120.68,37.47,33,1028,226,658,197,2.3043,66300
-120.77,37.42,27,949,224,888,241,2.3333,72800
-120.79,37.43,17,2534,517,1764,502,2.8519,80700
-120.79,37.41,35,2436,466,1730,469,2.2071,85900
-120.71,37.39,11,1479,341,1476,327,3.2721,73800
-120.71,37.39,40,680,160,785,175,2.6058,72700
-120.74,37.33,30,2390,470,1409,428,2.1484,81300
-120.72,37.38,22,1311,319,1455,340,2.2813,67300
-120.86,37.4,17,3511,636,1904,617,3.1111,113900
-120.64,37.38,19,2256,449,1469,435,2.5129,84600
-120.6,37.36,27,2521,484,1307,456,3.0911,86900
-120.63,37.36,16,1605,282,866,284,4.0694,110200
-120.62,37.36,15,3455,729,2014,659,3.2656,83500
-120.62,37.37,8,2608,428,1530,435,3.968,102100
-120.59,37.36,11,3946,978,2814,953,2.0179,87300
-120.6,37.35,34,1722,316,904,315,2.4653,66100
-120.61,37.35,34,1900,401,1009,385,2.2222,75000
-120.62,37.35,20,1457,372,1000,346,1.4615,69200
-120.6,37.34,34,1830,431,1304,415,2.1182,68900
-120.57,37.35,18,704,176,520,154,3.003,101300
-120.6,37.35,19,3874,676,2441,707,3.2955,88600
-120.59,37.35,15,3249,613,1569,595,3.5393,88000
-120.55,37.32,21,1410,229,590,205,3.3194,141400
-120.5,37.37,18,8606,1678,5303,1644,2.4012,79700
-120.41,37.16,21,1684,341,1052,312,2.0809,95800
-120.51,37.32,13,2109,477,1108,466,2.3099,89600
-120.5,37.32,13,1936,384,1158,367,2.75,83200
-120.47,37.32,15,3952,984,2024,1026,2.558,121600
-120.48,37.34,8,6146,1017,2821,987,4.67,127600
-120.45,37.32,21,1318,202,618,197,4.8214,117800
-120.45,37.32,19,3136,466,1631,484,3.6471,101400
-120.46,37.33,4,786,116,368,109,6.3215,138200
-120.46,37.33,17,6111,1171,2950,1104,3.2852,98800
-120.44,37.31,16,3369,532,1770,574,5.2662,126200
-120.45,37.31,20,4379,753,2055,716,3.7652,133500
-120.46,37.31,26,3170,572,1524,565,3.48,95300
-120.5,37.31,36,2162,433,1048,451,2.6797,81800
-120.48,37.3,39,1015,356,875,313,1.5,67000
-120.49,37.3,50,985,309,621,250,1.3125,60900
-120.46,37.31,35,2042,378,953,356,2.7344,87800
-120.47,37.3,40,3693,771,2102,742,2.1838,75000
-120.46,37.3,36,3346,739,2151,713,2.3095,68300
-120.49,37.3,35,1313,324,1350,343,1.75,57600
-120.49,37.29,17,2414,594,2487,582,1.0955,62700
-120.44,37.28,12,2855,598,1658,586,2.3929,81100
-120.44,37.29,18,1260,268,576,263,1.7222,101500
-120.46,37.29,30,2972,635,1940,590,2.3594,72300
-120.43,37.35,15,1613,203,673,213,5.9378,212200
-120.4,37.3,28,1401,292,967,257,1.5917,89400
-120.3,37.34,33,993,186,556,175,2.4286,103600
-120.31,37.29,40,1542,341,1283,341,1.6929,55900
-120.25,37.23,34,1656,328,1110,332,2.1845,59900
-121,37.25,31,1923,341,806,349,3.1738,97600
-121.01,37.25,16,2216,458,1135,424,2.7316,97500
-121.06,37.18,30,2603,507,1491,473,3.0909,123400
-121.02,36.94,33,1541,313,880,272,2.5074,117700
-120.85,37.07,16,1795,362,1642,340,2.5363,86300
-120.84,37.07,24,1520,335,882,306,2.2019,1e+05
-120.84,37.06,14,1506,380,1096,352,1.1301,78500
-120.85,37.06,31,2609,645,1796,629,1.5479,82000
-120.85,37.05,32,2893,481,1198,466,3.1719,140600
-120.84,37.05,8,1944,283,814,276,5.3988,165500
-120.79,37.08,9,97,20,91,22,2.9063,55000
-120.83,37.07,16,3736,761,1942,730,2.5598,120200
-120.82,37.05,15,1385,288,775,255,1.933,140600
-120.65,37.09,22,886,173,595,161,2.4398,150000
-120.65,36.98,26,1787,364,1548,362,1.7188,49500
-120.63,36.98,20,2380,489,1581,505,2.0595,61300
-120.64,36.99,23,2363,449,1168,410,2.2794,75700
-120.62,36.99,32,2455,508,1344,492,1.9732,69400
-120.67,37.37,18,164,30,104,32,1.6607,87500
-121.16,41.78,42,2918,576,1182,440,2.1434,44000
-121.18,41.31,22,2124,432,829,313,2.4519,57500
-120.87,41.54,21,1091,208,660,188,2.2321,34600
-120.48,41.82,20,1367,284,429,181,2.0227,47500
-120.08,41.79,34,1355,262,434,178,2.0903,56100
-119.54,38.51,14,1250,272,721,234,2.35,95700
-118.45,37.7,15,2199,453,899,347,2.35,107800
-118.74,37.58,20,3301,779,1085,448,3.7315,159300
-118.96,37.64,11,3934,697,901,345,4.2381,242700
-119.02,37.64,14,5919,1278,265,112,3.2431,221400
-118.99,37.65,20,2474,625,338,141,5.01,195500
-118.97,37.64,14,2284,622,342,137,3.0921,87500
-121.64,36.7,32,4089,735,2927,713,4.1675,142500
-121.65,36.7,29,4964,1056,2773,1036,3.0827,148100
-121.66,36.71,27,4131,886,2002,815,3.2929,157500
-121.66,36.7,33,3252,630,2010,641,3.4222,158100
-121.65,36.69,21,7884,2011,4907,1919,2.7367,160300
-121.64,36.68,16,6568,1603,6012,1565,2.3463,156100
-121.62,36.68,43,2534,592,2448,603,2.4884,130500
-121.61,36.69,19,9899,2617,11272,2528,2.0244,118500
-121.61,36.67,39,3260,821,3130,793,2.5224,119200
-121.62,36.67,31,2697,690,2220,665,2.5329,135200
-121.63,36.67,34,2486,560,2443,557,2.5263,130400
-121.63,36.65,44,309,121,315,80,1.6071,112500
-121.65,36.66,30,3745,767,1762,748,3.2355,214200
-121.65,36.67,52,2351,459,1169,439,2.8924,169600
-121.65,36.67,28,1926,556,1717,535,1.9385,123200
-121.66,36.67,40,2878,592,1444,564,3.1439,192300
-121.66,36.67,40,2497,520,1275,508,3.1071,193100
-121.68,36.67,26,5745,1017,2780,996,5,202300
-121.67,36.68,38,5561,1292,3523,1253,2.8289,168300
-121.66,36.69,6,10613,2485,7249,2375,3.7912,168900
-121.79,36.85,28,1049,235,705,208,2.7321,150000
-121.77,36.87,37,424,65,266,64,3.3472,293800
-121.73,36.9,23,2392,721,3074,718,2.5195,136900
-121.68,36.9,13,833,130,405,127,5.2729,322900
-121.73,36.85,22,1304,278,887,227,3.6607,206300
-121.69,36.8,19,2164,410,1309,426,3.338,185300
-121.72,36.81,18,1984,379,1078,359,3.2969,229900
-121.76,36.75,21,1141,257,671,195,3.8424,155700
-121.7,36.77,21,2294,478,1306,430,3.0347,227200
-121.64,36.74,30,2628,444,1372,432,4.1696,175000
-121.64,36.8,18,5915,1000,2975,975,4.5812,255200
-121.65,36.77,15,2191,358,1150,330,4.7969,227500
-121.7,36.67,37,641,129,458,142,3.3456,252600
-121.62,36.69,11,4712,1098,5982,1105,2.5986,135700
-121.62,36.69,12,512,144,767,149,2.2667,72900
-121.7,36.6,19,3562,530,1607,505,5.0162,283100
-121.59,36.55,34,737,140,362,138,5.1788,270000
-121.7,36.55,21,3905,583,1528,586,7.6245,336600
-121.43,36.5,14,1835,468,1867,461,2.3879,129800
-121.45,36.51,29,1045,311,1245,273,1.775,112500
-121.42,36.57,13,2685,621,2474,573,2.8775,134100
-121.48,36.49,28,1006,228,738,193,1.9722,210700
-121.7,36.48,19,2150,479,1052,428,3.5039,288400
-121.62,36.43,20,1335,290,717,243,4.7891,230600
-121.66,36.37,9,1580,287,465,208,6.1668,405800
-121.26,36.32,30,146,41,164,40,2.3,206300
-121.12,36.21,16,1720,473,1427,291,2.1107,76200
-121.13,36.21,27,1476,352,1156,358,3.1929,137900
-121.02,36.24,12,2198,507,1971,502,2.6801,1e+05
-121.2,36.14,12,3738,710,2337,664,3.9647,135000
-121.32,35.95,31,372,68,479,67,3.5547,2e+05
-121,35.94,16,3077,628,1479,536,3.3724,114600
-121.84,36.25,20,958,245,590,189,2.6094,362500
-121.62,36.14,25,726,274,411,214,3.2375,450000
-121.87,36.55,20,10053,1768,3083,1621,5.1506,387500
-121.82,36.54,22,1746,363,886,364,5.5469,378800
-121.77,36.53,18,2321,358,803,341,10.1854,426000
-121.84,36.52,18,3165,533,1312,434,6.5234,357400
-121.92,36.57,42,3944,738,1374,598,4.174,394400
-121.91,36.55,39,5468,834,1782,712,5.7248,398800
-121.92,36.56,40,2124,449,643,341,5.5164,369100
-121.94,36.55,30,2722,584,628,384,3.4048,487100
-121.92,36.56,39,2144,538,749,419,2.7039,364000
-121.93,36.59,25,2201,353,622,295,5.0621,386500
-121.95,36.6,32,3152,504,793,426,7.1198,469900
-121.95,36.59,22,3553,530,1108,441,5.8505,417100
-121.93,36.62,34,2351,440,1063,428,3.725,278000
-121.93,36.62,39,869,173,406,165,4.0313,253800
-121.92,36.62,52,974,190,403,181,4.3281,236500
-121.92,36.62,52,1001,191,425,184,3.7614,241700
-121.91,36.62,52,1431,300,657,293,3.2865,240100
-121.92,36.62,52,867,199,391,187,2.6713,234600
-121.92,36.62,52,1410,303,578,285,2.5625,235400
-121.92,36.62,52,728,161,313,142,3.4327,254500
-121.91,36.62,30,724,167,325,155,3.3333,247900
-121.71,36.78,19,2371,324,944,332,5.9175,240200
-121.92,36.62,52,2584,599,790,444,2.5263,286400
-121.91,36.62,52,1220,267,488,265,3.7454,243800
-121.91,36.63,42,817,194,391,193,2.1776,279200
-121.93,36.63,41,1049,198,428,183,4.3571,287500
-121.9,36.61,29,3412,827,1574,759,2.9309,217100
-121.91,36.61,30,2755,597,1519,554,3.2952,234600
-121.92,36.61,21,1242,340,834,362,2.4922,243800
-121.9,36.6,33,2461,649,1234,601,2.8727,225000
-121.9,36.6,45,2249,412,944,429,3.0625,260300
-121.9,36.58,31,1431,370,704,393,3.1977,289300
-121.89,36.6,40,626,164,337,150,2.7917,225000
-121.89,36.59,18,2700,937,1042,744,3.1364,150000
-121.87,36.61,21,1616,400,688,384,4.2109,278800
-121.86,36.6,21,3634,1011,1985,917,2.9085,156300
-121.86,36.6,33,1409,307,633,290,3.5568,191200
-121.84,36.59,34,3852,733,1661,696,4.3269,221300
-121.84,36.6,30,2958,691,1616,666,3.4643,191800
-121.84,36.61,21,2876,802,2487,795,2.2007,112800
-121.84,36.61,15,2190,586,1570,510,1.875,122300
-121.82,36.61,24,2437,438,1430,444,3.8015,169100
-121.83,36.61,26,3723,789,2563,747,3.4531,133100
-121.83,36.62,33,1771,398,1037,388,2.7708,161800
-121.86,36.63,37,338,109,231,100,2.5313,108300
-121.8,36.68,18,8581,1957,6071,1889,3,162200
-121.79,36.68,22,6912,1513,3794,1455,3.0608,168300
-122.3,38.3,52,1128,207,450,197,3.3542,154600
-122.29,38.3,52,1219,288,847,283,1.6691,183300
-122.28,38.29,23,1398,388,1112,406,2.2366,140200
-122.29,38.29,52,3217,742,1670,671,2.4398,163100
-122.3,38.29,40,1739,318,744,312,2.6518,156100
-122.29,38.28,38,2308,425,1272,406,3.6083,134200
-122.26,38.29,10,969,160,482,180,6.5799,218100
-122.27,38.29,36,1446,306,678,295,2.8409,153000
-122.28,38.29,19,531,112,139,80,1.9875,325000
-122.27,38.29,20,3870,795,2088,774,3.3021,152700
-122.26,38.28,24,2831,502,1462,503,4.5,158300
-122.27,38.28,37,1170,303,766,302,2.6618,136200
-122.26,38.31,33,4518,704,1776,669,5.2444,281100
-122.27,38.31,44,3030,589,1373,582,2.9054,155200
-122.29,38.32,23,4312,993,2317,934,2.7667,153200
-122.3,38.32,20,2063,486,1045,460,2.5035,153200
-122.28,38.31,52,58,18,48,22,1.76,166700
-122.3,38.3,44,3690,809,1922,736,2.6346,139800
-122.31,38.33,21,1922,344,1051,342,3.6042,183300
-122.31,38.32,33,2463,421,1235,465,3.7045,161500
-122.32,38.33,17,851,118,370,123,5.0877,209300
-122.33,38.33,15,3193,468,1303,426,5.3017,202600
-122.32,38.32,19,2922,417,1221,442,5.8002,238700
-122.32,38.32,22,2483,528,1478,492,4.0878,164400
-122.31,38.32,35,3997,762,2074,703,3.285,138100
-122.33,38.31,14,6778,947,2768,1014,6.1953,258900
-122.32,38.29,21,1607,356,834,352,2.3787,177900
-122.33,38.29,14,3541,499,1577,459,5.3351,269900
-122.3,38.29,20,1789,434,1113,398,2.4728,139700
-122.3,38.28,31,1633,316,944,300,3.3977,158700
-122.31,38.27,34,1748,284,783,303,4.3585,194400
-122.3,38.25,18,3548,880,1476,699,3.7188,163400
-122.28,38.22,42,106,18,40,25,7.5197,275000
-122.29,38.19,13,7065,1259,3864,1221,4.7472,148600
-122.23,38.17,45,350,66,225,72,1.8942,216700
-122.37,38.33,29,1868,291,764,284,4.825,195100
-122.32,38.35,20,3494,549,1673,541,5.5718,185200
-122.36,38.41,18,1808,400,968,370,3.7067,175000
-122.36,38.4,16,2716,546,898,500,2.2536,201200
-122.18,38.35,24,407,68,175,61,6.0266,216700
-122.26,38.33,34,2048,316,780,267,5.815,339200
-122.4,38.46,33,2542,466,1099,420,4.635,248500
-122.47,38.51,18,2487,516,980,503,3.5506,187500
-122.47,38.51,25,928,195,413,184,3.4904,196900
-122.48,38.51,49,1977,393,741,339,3.1312,247600
-122.45,38.51,18,1297,337,610,312,1.9441,184400
-122.45,38.58,34,2517,483,1324,464,3.0938,189400
-122.26,38.57,22,509,103,139,73,2.1979,152800
-122.18,38.49,15,1743,366,655,264,3.3393,146900
-122.58,38.59,33,1239,262,539,246,3.5208,195800
-122.58,38.58,32,2723,637,1549,556,2.3942,183100
-122.59,38.58,18,3753,752,1454,668,3.7585,185700
-121.07,39.15,15,6828,1319,3002,1318,2.4726,143400
-121.11,39.09,16,1000,197,508,190,2.3062,138800
-121.12,39.03,17,838,161,388,142,3.6563,163500
-121.03,39.14,10,3138,524,1275,511,4.0775,164500
-121.04,39.08,8,2870,526,1307,451,3.463,201700
-121.07,39.05,10,1813,311,827,287,3.6087,182100
-121.03,39.05,12,1875,307,806,283,3.9185,195200
-121.06,39.03,11,1887,303,775,283,3.8417,187200
-121.22,39.11,14,1405,269,660,228,3.0804,156800
-121.14,39.1,13,1085,227,629,214,5.0389,171500
-121.12,39.2,9,1431,254,681,221,3.045,170400
-121.18,39.25,9,3415,562,1208,479,4.3646,185900
-121.18,39.23,8,2112,360,782,344,3.7125,175000
-121.2,39.23,9,2802,447,955,418,5.2359,213300
-121.18,39.19,16,1528,351,729,319,2.4688,138800
-121.2,39.2,16,1039,182,554,184,2.9688,128300
-121.15,39.23,13,3883,763,1816,682,2.8102,144400
-121.23,39.27,11,1265,224,573,205,3.3603,162500
-121.07,39.23,39,2099,433,929,423,1.9886,113800
-121.06,39.22,52,1749,422,837,391,2.325,109700
-121.09,39.23,35,2637,511,1181,480,2.7813,109200
-121.08,39.22,30,2188,455,1033,437,2.1419,105200
-121.09,39.22,25,2200,439,1045,419,2.6042,116700
-121.05,39.2,48,1759,389,716,350,2.3125,108300
-121.05,39.21,43,1264,273,611,260,2.535,117100
-120.83,39.27,14,3338,608,1373,562,3.67,160100
-120.99,39.18,23,2550,457,1016,405,3.6607,153000
-121,39.16,10,1170,225,537,194,3.2813,163200
-121.04,39.19,17,856,167,518,170,3.5859,144300
-121.02,39.17,17,2277,459,1149,476,3.2303,149500
-121.03,39.26,49,3739,759,1422,606,2.4283,143100
-121,39.26,14,810,151,302,138,3.1094,136100
-121.02,39.25,52,1549,275,604,249,2.2278,155400
-121.06,39.29,14,1864,331,894,332,3.4028,171800
-120.94,39.32,14,3120,595,1569,556,3.5385,157400
-121.06,39.25,17,3127,539,1390,520,3.9537,172800
-120.89,39.3,17,2282,431,974,371,3.5417,155100
-120.99,39.26,16,2616,422,1090,425,3.7917,179200
-120.91,39.39,16,352,105,226,82,1.6094,79500
-120.09,39.4,17,1076,283,171,64,2.125,83900
-120.17,39.33,18,1046,204,486,179,4.119,110900
-120.17,39.32,14,2421,489,1000,354,3.5652,119800
-120.1,39.37,10,2325,410,1016,373,4.5208,117300
-120.1,39.33,9,2738,510,1193,412,4.3958,124800
-120.15,39.36,9,2254,400,694,243,5.6856,138100
-120.35,39.34,29,1986,474,337,100,4.0278,95800
-120.25,39.34,9,2739,555,294,110,3.1842,162500
-120.22,39.35,8,1872,281,203,71,4.5882,198400
-120.21,39.35,7,914,159,85,34,4.7917,187500
-117.95,33.94,28,2851,496,1287,496,5.0782,264100
-117.96,33.94,34,2228,399,1159,378,4.8906,228900
-117.97,33.94,35,1928,360,1056,366,4.0893,215700
-117.97,33.93,31,1975,373,918,347,4.4107,202000
-117.97,33.93,33,1700,369,981,362,4.5461,194000
-117.96,33.93,31,1471,321,841,330,3.46,232800
-117.96,33.93,29,2316,522,1275,501,3.776,192600
-117.96,33.94,31,2397,518,1407,476,2.6641,185200
-117.94,33.93,33,1770,370,1346,366,4.0833,162500
-117.94,33.93,34,1475,319,698,293,3.8194,186000
-117.95,33.93,37,2633,630,1904,630,2.6123,161300
-117.96,33.93,15,2014,419,839,390,4.7446,175400
-117.97,33.92,32,2620,398,1296,429,5.7796,241300
-117.97,33.93,35,1887,328,989,351,4.1321,198100
-117.96,33.92,18,3744,1027,1654,912,3.2158,215000
-117.95,33.92,18,2825,660,1590,643,3.6106,153600
-117.94,33.92,28,639,179,1062,169,3.0588,145200
-117.95,33.92,11,3127,706,1594,694,4.3426,141300
-117.95,33.92,13,2312,592,2038,559,3.1378,137000
-117.94,33.94,30,1596,307,845,309,4.5096,241100
-117.95,33.94,31,2237,431,1135,434,4.45,267900
-117.93,33.94,30,2658,382,1135,392,6.0516,245000
-117.92,33.94,27,4566,620,2045,664,5.583,267700
-117.92,33.94,30,2506,394,1255,421,4.7813,198200
-117.93,33.93,33,1626,378,1062,356,2.1944,139600
-117.91,33.93,21,2578,363,1207,350,6.2452,291700
-117.89,33.94,20,3349,685,1822,675,4.7216,227000
-117.88,33.93,17,6100,861,2771,866,7.6486,306700
-117.9,33.93,12,4325,1191,1897,1080,3.3173,247400
-117.91,33.91,27,2181,501,1555,488,3.6106,196400
-117.91,33.91,34,1763,303,894,297,5.0096,221700
-117.9,33.9,19,2176,414,1002,402,4.9743,193500
-117.9,33.91,26,2885,476,1227,439,4.9524,226600
-117.9,33.91,33,4181,804,2049,834,4.3103,201600
-117.91,33.9,27,829,114,383,133,9.3125,293500
-117.92,33.89,18,2895,487,1116,429,5.4716,4e+05
-117.9,33.88,28,2696,346,947,356,9.0055,375400
-117.89,33.89,17,1671,192,678,206,13.1107,467600
-117.97,33.91,19,8096,1318,3853,1313,6.0076,269500
-117.96,33.88,25,3578,461,1588,466,6.2556,341300
-117.96,33.89,24,1332,252,625,230,4.4375,334100
-117.94,33.91,18,8836,1527,3946,1451,5.6441,313000
-117.94,33.88,35,2159,343,833,335,5.3738,365100
-117.98,33.87,29,1310,332,937,294,3.8068,158700
-117.98,33.86,25,1025,266,726,183,3.875,137500
-117.97,33.86,12,1370,367,1022,296,3.6471,141700
-117.96,33.86,35,2181,371,1249,358,4.2937,183200
-117.96,33.86,32,2366,505,1283,477,3.3516,190000
-117.94,33.88,46,1747,312,770,296,5.4217,256000
-117.95,33.87,34,1599,296,938,307,4.285,184900
-117.96,33.87,27,890,289,416,200,3.141,167500
-117.96,33.87,37,1785,360,1155,403,4.7984,175800
-117.94,33.86,36,2824,493,1394,507,4.6477,194700
-117.95,33.86,36,2038,343,1066,346,5.197,195700
-117.93,33.86,35,1216,225,893,228,4.0288,184000
-117.92,33.87,36,1125,285,966,257,2.8438,162500
-117.93,33.88,45,1306,293,585,260,4.0812,241700
-117.92,33.88,32,1632,244,575,235,5.3986,318700
-117.91,33.89,30,1631,212,523,216,7.875,351900
-117.9,33.88,35,2062,353,991,357,5.2897,230400
-117.9,33.87,28,2315,538,1360,504,2.9861,218600
-117.91,33.87,29,1121,291,762,276,2.5,143800
-117.91,33.87,52,2031,506,1191,463,2.9076,177300
-117.89,33.87,25,1492,439,755,389,3.0893,188200
-117.88,33.87,35,1919,349,1302,345,5.6409,190900
-117.89,33.87,32,1569,422,835,386,3.0465,148900
-117.93,33.87,45,1006,230,1237,237,3.3472,168000
-117.93,33.86,36,931,279,778,303,2.6563,155000
-117.93,33.86,17,1627,398,1216,369,3.3438,186600
-117.93,33.86,35,931,181,516,174,5.5867,182500
-117.93,33.87,29,1221,371,1822,326,1.7935,162500
-117.87,33.91,16,2434,455,1017,476,4.2188,176300
-117.88,33.9,15,1705,478,759,479,3.5333,114400
-117.87,33.89,25,1142,162,486,150,7.1472,270100
-117.86,33.91,16,2889,423,1227,401,6.4514,270800
-117.86,33.9,25,3205,409,1291,408,7.2478,299200
-117.87,33.9,21,3181,447,1416,469,6.8268,280300
-117.86,33.89,24,2002,253,820,241,6.9612,274500
-117.86,33.88,19,1621,328,871,322,3.7361,201400
-117.87,33.88,28,2612,602,1682,563,3.6417,204300
-117.87,33.85,33,45,11,34,10,5.2949,350000
-117.85,33.88,14,4753,681,2138,678,7.3658,288500
-117.85,33.9,20,4026,648,1997,650,5.5918,260500
-117.85,33.9,25,1548,256,811,263,5.2037,242200
-117.84,33.89,24,3935,625,1912,593,5.7951,226900
-117.87,33.86,19,2232,448,1149,417,3.1534,324400
-117.87,33.87,16,1332,368,1534,295,3.0227,297100
-117.82,33.88,18,1982,300,1027,324,7.0526,327500
-117.82,33.89,24,2168,421,1050,397,4.6172,238300
-117.81,33.88,19,2968,503,1430,459,5.3339,371700
-117.82,33.89,21,3079,509,1431,480,4.0714,278900
-117.84,33.89,19,3544,542,1787,560,6.7837,264300
-117.81,33.88,19,2265,283,904,279,9.2327,461300
-117.81,33.87,19,4491,680,2457,702,6.0591,233500
-117.8,33.87,16,5954,1281,3107,1209,4.2566,206100
-117.81,33.86,18,133,29,95,23,3.5625,235000
-117.87,33.92,14,4039,669,1905,670,6.3303,303000
-117.85,33.92,11,3331,410,1460,416,8.0287,371800
-117.78,33.87,16,5609,952,2624,934,5.3307,169600
-117.82,33.9,25,1137,170,524,164,7.5744,259300
-117.77,33.88,8,4874,627,2070,619,8.1117,410200
-117.82,33.85,18,1810,305,1189,326,5.2227,213500
-117.8,33.85,16,4151,637,1558,604,5.806,304900
-117.82,33.84,25,1788,203,676,217,10.1299,454300
-117.81,33.84,17,4343,515,1605,484,10.5981,460100
-117.79,33.84,9,10484,1603,4005,1419,8.3931,365300
-117.78,33.85,16,3781,504,1665,499,7.2554,335600
-117.76,33.87,16,3182,429,1663,428,7.0592,288200
-117.78,33.81,23,1986,278,826,260,7.7752,380000
-117.77,33.8,16,3973,483,1373,452,9.8074,417000
-117.8,33.79,13,2021,362,1081,341,4.3269,231400
-117.79,33.8,11,10535,1620,4409,1622,6.67,283200
-117.75,33.84,16,3491,502,1496,509,6.6207,270500
-117.76,33.83,15,3086,457,1262,436,6.4415,300700
-117.77,33.84,5,4380,715,1913,741,6.7274,266400
-117.74,33.85,4,5416,820,1753,583,6.9544,314000
-117.81,33.79,25,5950,1155,4528,1064,4.2564,204600
-117.8,33.81,14,1206,142,572,149,8.847,388700
-117.8,33.78,18,3548,474,1506,449,6.925,290300
-117.8,33.78,17,4138,805,2442,780,4.7804,242000
-117.66,33.61,16,2022,254,789,270,8.4112,286900
-117.66,33.61,17,3464,519,1713,530,6.0471,248400
-117.66,33.61,21,1932,266,860,286,7.1497,274000
-117.67,33.61,23,3588,577,1695,569,6.1401,243200
-117.68,33.63,13,5830,921,2897,891,6.2403,257400
-117.67,33.63,9,5774,1320,3086,1265,4.4063,202200
-117.6,33.72,36,1317,228,531,214,5.6346,272500
-117.67,33.6,20,1213,171,565,170,7.2592,314800
-117.66,33.58,16,3016,394,1172,382,7.5196,315600
-117.7,33.62,16,9653,2000,4732,1922,3.7361,197200
-117.68,33.61,19,2962,405,1295,440,6.0689,248000
-117.69,33.61,16,3010,580,1649,538,4.0221,236200
-117.66,33.64,17,3173,501,1555,520,6.7079,250800
-117.65,33.65,15,3485,519,1740,485,6.7543,251900
-117.65,33.63,16,3388,425,1395,427,8.4471,351300
-117.66,33.63,16,3299,610,1967,604,5.5085,223300
-117.62,33.64,2,7826,893,2985,790,10.1531,484100
-117.63,33.62,9,4257,785,1293,745,3.7139,196700
-117.63,33.63,6,3068,549,985,536,4.2009,238000
-117.65,33.62,15,2708,410,1140,389,6.2899,275000
-117.64,33.59,4,3274,383,1312,390,8.1611,348000
-117.65,33.58,2,2411,354,703,217,7.8061,331400
-117.66,33.57,16,2483,443,1357,400,5.5545,214200
-117.65,33.59,8,2649,340,1238,354,8.0409,337900
-117.67,33.54,16,2102,350,1003,328,4.7981,170800
-117.67,33.55,6,3157,721,1695,710,3.7609,222300
-117.53,33.69,6,454,102,213,43,10.9704,483300
-117.59,33.66,3,1206,256,563,287,5.1589,167800
-117.61,33.41,35,2556,404,946,399,6.1557,402900
-117.61,33.42,31,3959,856,1919,775,4.0313,282000
-117.62,33.47,4,1812,255,661,211,6.487,294200
-117.63,33.47,4,1969,280,805,271,7.6012,310800
-117.63,33.46,7,7684,1088,2812,1057,6.3401,387300
-117.64,33.45,27,334,56,130,46,4.875,284100
-117.62,33.43,27,1835,413,1221,377,3.2232,247100
-117.62,33.43,24,1296,384,850,367,2.7545,231300
-117.65,33.4,17,2737,654,910,492,3.5729,370800
-117.62,33.43,23,4052,955,1950,859,4.0647,240600
-117.62,33.42,27,1005,266,460,243,3.1029,190600
-117.6,33.45,4,2369,566,996,435,5.4031,243800
-117.59,33.4,22,3167,743,1797,642,4.0076,252100
-117.6,33.42,23,2482,461,1048,425,4.665,280600
