"longitude","latitude","housingMedianAge","totalRooms","totalBedrooms","population","households","medianIncome","medianHouseValue"
-122.32,38.12,12,5382,928,3928,921,5.3785,150600
-122.25,38.15,24,2917,543,1878,531,3.7014,123600
-122.23,38.15,33,1253,238,753,236,1.756,86400
-122.23,38.14,36,1412,260,792,268,2.3056,90400
-122.15,38.04,14,2804,587,1083,573,2.6466,168500
-122.19,38.07,20,3000,525,1207,491,4.6406,217500
-122.18,38.07,10,4976,849,2089,803,5.3288,201800
-122.17,38.06,16,3515,626,1764,626,4.4397,187100
-122.15,38.06,10,3008,532,1381,522,5.3661,195800
-122.17,38.08,7,18392,2782,8276,2742,6.4232,229200
-122.2,38.1,5,9567,1729,4620,1580,4.4821,210000
-122.19,38.09,8,614,118,278,115,6.3735,166300
-122.14,38.05,27,3794,772,1756,724,3.2891,150600
-122.14,38.07,31,3401,616,1750,602,4.6761,143100
-122.11,38.09,11,673,145,318,137,2.3929,122500
-122.18,38.29,18,1953,265,658,270,8.0113,393000
-122.18,38.23,21,2475,341,812,308,7.2589,320400
-122.07,38.26,15,1173,146,450,154,6.0487,197700
-122.08,38.3,2,6718,858,2012,654,6.8872,305200
-122.04,38.28,12,3861,795,2129,806,3.676,135000
-122.03,38.28,15,5114,833,2418,778,4.4882,144000
-121.98,38.29,4,8778,1291,4010,1188,5.4399,187100
-121.99,38.15,36,263,73,88,42,2.5313,162500
-122.05,38.26,32,1070,199,631,195,2.6827,98900
-122.05,38.25,37,1336,251,680,231,3.815,99000
-122.06,38.25,34,1562,289,898,307,3.3598,107200
-122.06,38.26,36,1248,221,672,222,3.3839,105900
-122.07,38.24,15,7937,1635,4390,1567,3.5464,129800
-122.04,38.26,34,3082,702,1795,703,2.7885,105900
-122.04,38.25,32,1203,287,571,255,3.0938,110400
-122.05,38.26,21,7195,1416,3927,1377,3.0912,126300
-122.04,38.27,16,8517,1910,4508,1837,3.1853,129600
-122.02,38.26,27,3440,787,2085,748,2.5896,104700
-122.03,38.25,35,1940,384,1177,403,3.1389,101100
-122.02,38.27,20,2237,464,1169,425,3.2115,99100
-122.02,38.26,20,3899,763,2198,779,3.2061,120400
-122.02,38.26,8,2894,602,1566,572,3.6335,131600
-122.04,38.24,22,2761,757,2612,641,1.6875,87500
-122.04,38.24,30,2081,456,1005,438,1.9954,92900
-122.01,38.25,11,6550,1149,3570,1123,3.8583,137900
-122.01,38.25,16,1081,181,792,184,4.6779,131300
-122.02,38.25,10,2237,454,1255,429,3.1176,126500
-122,38.25,7,11768,1893,6657,1874,4.9222,142900
-121.98,38.25,4,2487,440,1545,452,4.9103,140400
-121.99,38.27,16,4138,758,1762,723,3.1979,137500
-121.94,38.37,14,1156,216,574,227,3.2396,143800
-121.94,38.36,2,4953,735,1791,562,5.0346,205100
-121.99,38.48,17,1824,348,934,305,4.6719,250000
-122.01,38.44,12,2344,354,1035,321,4.9773,281200
-122,38.41,11,2838,429,1331,426,4.945,298400
-122.07,38.41,17,3053,595,1434,557,3.4741,245800
-121.95,38.43,19,3011,551,1665,535,5.1534,232800
-121.92,38.37,26,2056,413,933,367,2.7051,193800
-121.96,38.34,15,2857,373,1325,359,6.0252,151700
-121.92,38.34,2,7747,1133,3481,1083,6.1112,181000
-121.93,38.31,25,185,32,85,32,4.875,250000
-121.99,38.35,45,1778,339,839,319,2.4659,102900
-122,38.35,38,1918,364,745,348,2.5707,126000
-122,38.35,34,1084,187,561,198,4.2115,118900
-122.01,38.35,18,4486,723,1600,697,3.8651,189700
-122.01,38.36,15,476,67,213,73,7.1053,315200
-121.97,38.35,17,5678,1116,3182,1135,3.7388,122000
-121.96,38.35,20,1415,266,667,250,4.0938,117300
-121.96,38.34,7,3292,698,1911,702,3.89,140300
-121.96,38.36,11,3208,790,1772,694,2.7434,218800
-121.98,38.35,16,1697,267,832,277,4.4375,132600
-121.98,38.34,13,3616,672,2022,652,4.0536,134800
-121.97,38.34,16,2331,450,1074,400,4.0329,126800
-121.98,38.34,18,3876,916,2386,867,2.5938,129500
-121.99,38.34,16,1470,261,748,256,4.0433,132200
-122.01,38.37,16,3996,550,1673,539,5.778,175700
-122.01,38.36,28,1967,315,734,291,4.9583,146200
-122.02,38.38,16,808,137,371,145,6.0767,216400
-122.02,38.37,16,2495,331,1118,338,6.4894,198000
-122.01,38.36,15,1176,166,485,171,5.9441,228200
-121.98,38.39,3,9488,1417,4095,1335,5.1781,191900
-121.98,38.37,21,3027,675,2018,642,2.8438,111500
-122,38.36,34,2735,539,1390,491,2.7262,118800
-122,38.36,34,1502,282,860,297,3.3438,135600
-121.81,38.49,18,4518,827,2230,715,3.9309,178500
-121.81,38.45,24,1951,341,1140,338,3.7061,128500
-121.82,38.46,10,6331,1181,3419,1110,3.7083,154800
-121.85,38.43,2,790,135,235,87,5.0862,166500
-121.83,38.43,24,1307,314,917,291,2.2244,98100
-121.81,38.43,30,1674,297,756,292,3.9286,133100
-121.69,38.16,33,1808,363,824,340,3.2937,96400
-121.73,38.13,40,1266,257,547,247,3.0288,164400
-121.74,38.15,22,1910,326,1001,345,4.8173,115800
-122.42,38.27,25,3282,566,1244,483,4.5313,308400
-122.49,38.22,33,1486,290,781,274,3.5647,251800
-122.47,38.3,15,4885,988,2175,924,3.4031,209500
-122.45,38.28,20,3306,503,1374,460,5.7984,297600
-122.47,38.29,14,3732,846,1277,775,2.5658,208000
-122.45,38.27,25,5024,881,1994,838,4.2237,262300
-122.52,38.27,18,2405,390,872,367,5.2155,248300
-122.53,38.32,22,3577,553,1371,501,5.795,332300
-122.49,38.31,27,3078,597,1411,586,3.25,195500
-122.48,38.3,17,2703,550,1241,515,2.652,171300
-122.49,38.27,8,5092,988,1657,936,3.5625,213200
-122.47,38.34,15,2411,446,1144,407,4.3472,261000
-122.49,38.32,17,3308,720,1587,632,3.2727,176000
-122.48,38.32,31,1701,363,680,324,3.1375,192100
-122.48,38.31,29,2375,560,1124,502,2.3276,166200
-122.48,38.31,19,2398,521,1266,471,2.7727,186800
-122.48,38.32,42,2106,533,1141,445,3.1129,149300
-122.58,38.38,27,3800,728,1587,605,4.7237,306600
-122.5,38.35,25,1566,352,784,362,3.075,165100
-122.54,38.36,40,2725,531,1167,458,3.7969,202800
-122.61,38.24,25,2990,450,1335,434,4.7,190100
-122.61,38.23,18,2042,420,914,400,2.9871,193800
-122.6,38.24,16,1410,209,741,229,4.725,204500
-122.6,38.24,16,2621,416,1247,386,4.8603,198400
-122.63,38.25,20,3460,602,1707,568,3.7115,181900
-122.62,38.24,33,1369,280,758,246,4.0341,156500
-122.62,38.25,33,1453,250,677,237,4.0962,170200
-122.57,38.27,7,6508,1028,2902,1010,5.3707,250500
-122.65,38.27,9,4764,816,2077,755,5.1391,234500
-122.66,38.27,16,1523,308,477,315,2.1696,75000
-122.63,38.24,45,1615,338,823,327,2.5179,145500
-122.63,38.23,45,2264,504,1076,472,3.0139,194100
-122.64,38.23,52,1075,249,519,210,3.0769,230900
-122.63,38.21,22,2933,461,1283,449,6.2034,291100
-122.63,38.23,37,1966,348,875,381,4.0703,223800
-122.64,38.23,52,2156,469,1070,467,3.3011,252300
-122.65,38.23,52,1923,393,910,345,3.45,200600
-122.66,38.2,39,2889,517,1351,489,4.3056,251300
-122.69,38.27,32,2344,434,1066,384,4.0313,285000
-122.67,38.25,32,1333,235,660,206,4.0729,288500
-122.68,38.25,29,1315,240,650,228,3.8269,306000
-122.67,38.24,29,2644,464,1372,450,5.0544,261800
-122.73,38.26,35,3941,645,1668,620,4.385,317700
-122.67,38.31,28,1915,419,930,342,3.7875,292700
-122.73,38.34,44,743,155,434,162,2.5819,209600
-122.71,38.33,13,4011,936,2064,914,3.6953,157600
-122.7,38.31,14,3155,580,1208,501,4.1964,258100
-122.71,38.34,22,1249,335,699,308,2.6033,121600
-122.69,38.34,15,3091,697,1602,682,4.0071,135500
-122.71,38.35,11,2242,699,1203,642,2.3464,104200
-122.7,38.35,14,1555,369,493,335,1.6033,67500
-122.71,38.34,23,2744,588,1493,557,3.1781,162000
-122.69,38.37,8,6322,1001,2969,1043,4.8233,214000
-122.69,38.35,16,1689,254,921,270,4.4444,191800
-122.69,38.36,6,5496,1374,2502,1189,2.4827,177500
-122.7,38.35,16,1328,187,607,197,5.0366,257800
-122.7,38.36,11,5817,878,2538,876,4.221,227100
-122.63,38.34,15,2153,345,979,335,5.1966,325400
-122.68,38.36,8,7520,1336,3833,1287,4.3278,184100
-122.69,38.34,12,3876,782,2146,764,4.0844,165400
-122.67,38.33,4,8072,1606,4323,1475,3.9518,220300
-122.69,38.34,16,1683,341,880,327,3.2857,160200
-122.68,38.4,32,2826,627,1767,628,3.1047,141400
-122.71,38.4,17,1690,464,833,445,1.439,140600
-122.7,38.39,16,4922,1211,2557,1088,2.0915,168100
-122.66,38.44,17,5815,898,2614,887,4.3657,215900
-122.68,38.43,18,2723,529,1150,520,3.5885,191900
-122.65,38.4,21,1059,150,400,154,6.8586,343100
-122.65,38.37,15,1848,280,786,282,5.7204,344100
-122.67,38.43,17,1804,304,750,298,4.5588,196400
-122.67,38.43,17,2007,400,895,403,3.2813,202700
-122.66,38.42,14,5315,1037,2228,950,4.023,208400
-122.58,38.46,15,2936,517,1182,501,3.3981,246900
-122.61,38.42,13,7731,1360,2543,1249,4.6957,259800
-122.58,38.43,10,3597,661,1132,639,3.9375,269200
-122.66,38.46,14,2364,631,1300,625,2.6023,221100
-122.67,38.44,32,3771,741,1786,721,3.2415,172200
-122.69,38.44,35,1356,241,620,216,3.5521,168300
-122.68,38.44,36,1311,259,648,268,3.4545,161200
-122.69,38.45,36,1943,337,711,318,3.9191,183000
-122.72,38.44,52,1059,281,627,273,1.5357,137500
-122.71,38.44,52,988,283,475,242,1.3684,258300
-122.72,38.47,29,1706,415,990,394,1.9932,164800
-122.72,38.46,35,1445,309,795,308,2.9073,157000
-122.71,38.46,42,1574,376,844,369,2.314,169400
-122.71,38.46,41,1974,482,965,458,2.905,159300
-122.71,38.46,36,2175,516,1087,477,3.0444,167200
-122.71,38.45,48,3118,561,1275,530,3.455,222100
-122.68,38.48,15,1575,262,716,259,5.3409,244600
-122.67,38.47,19,1848,428,1130,433,3.0568,190300
-122.7,38.46,29,2891,459,1012,441,5.0415,240200
-122.69,38.46,32,2970,504,1117,512,5,275900
-122.65,38.46,14,2096,420,926,397,4.0647,187800
-122.66,38.47,20,2806,477,1369,460,4.75,190500
-122.69,38.51,18,3364,501,1442,506,6.6854,313000
-122.64,38.48,19,3244,449,1174,454,5.8369,255700
-122.65,38.47,24,2268,330,847,296,3.858,214400
-122.6,38.48,17,1528,264,606,251,6.6004,341500
-122.62,38.54,24,2409,464,1006,403,4.5167,265200
-122.63,38.5,19,2107,332,874,341,5.7819,265600
-122.65,38.48,17,1090,164,473,163,5.5061,231800
-122.76,38.52,6,2073,388,826,375,3.055,224100
-122.75,38.5,16,4196,638,1713,615,5.449,252100
-122.73,38.46,14,4042,1298,2323,1158,2.0651,135400
-122.74,38.47,16,1426,287,525,260,3.0714,161700
-122.74,38.46,9,2268,594,1311,585,2.6607,91500
-122.74,38.48,12,4174,670,1882,647,4.551,178300
-122.75,38.48,4,6487,1112,2958,1131,4.5417,197400
-122.75,38.46,13,4323,1020,2566,728,3.0147,142800
-122.75,38.46,16,2653,606,1693,586,2.6384,146900
-122.76,38.46,14,4742,756,2149,732,4.5152,199200
-122.76,38.46,14,4794,767,2252,768,4.2061,213100
-122.73,38.44,20,2919,508,1711,500,3.875,140300
-122.74,38.43,11,4670,1007,2430,962,3.0341,142300
-122.73,38.43,15,3265,690,1629,629,3.7132,167600
-122.82,38.44,23,1551,236,555,243,4.6792,304700
-122.76,38.44,11,2895,524,1633,534,4.7283,170200
-122.79,38.42,9,4967,885,2581,915,5.038,185600
-122.74,38.42,42,2050,434,1073,416,2.375,141000
-122.73,38.43,29,2677,691,1880,664,2.1864,143200
-122.72,38.42,26,3604,734,2605,704,3.0969,143800
-122.73,38.42,26,1446,296,884,295,4.3523,150000
-122.73,38.37,40,1389,309,841,288,3.1094,183300
-122.75,38.43,36,1599,345,1086,314,2.6667,149100
-122.78,38.41,43,1351,277,1011,297,2.5917,144000
-122.77,38.39,35,2611,475,1293,463,2.75,197500
-122.75,38.41,17,3150,588,1857,610,3.9688,165000
-122.82,38.41,32,701,182,489,168,2.785,169300
-122.84,38.41,19,2191,391,1065,404,4.125,204600
-122.84,38.4,15,3080,617,1446,599,3.6696,194400
-122.78,38.37,21,795,163,414,162,3.7991,175000
-122.82,38.4,40,2406,423,1054,426,3.8846,215900
-122.8,38.39,26,2273,474,1124,420,2.9453,166700
-122.84,38.39,16,1688,292,793,280,4.4357,216900
-122.83,38.39,19,1765,394,868,388,2.462,260300
-122.82,38.39,22,1288,243,593,220,3.625,233700
-122.82,38.39,32,1437,257,752,245,4.7422,240900
-122.82,38.38,27,2565,479,1227,467,4.5132,259900
-122.76,38.35,30,2260,374,958,359,5.0323,222400
-122.87,38.39,34,1138,205,541,180,4.5147,271400
-122.77,38.33,32,2054,324,843,306,4.5875,290700
-122.82,38.33,25,3067,569,1602,550,3.9917,244100
-122.88,38.34,20,3404,628,1641,585,5.0574,276200
-122.85,38.37,16,1762,293,810,297,4.4437,305000
-122.89,38.38,16,2017,369,931,336,5.7664,267500
-122.89,38.42,28,2388,437,1015,381,5.1512,268300
-123.02,38.54,35,2157,487,768,322,3.2315,136900
-122.97,38.5,44,3234,746,1112,470,1.9265,132700
-122.97,38.53,48,3939,860,1257,571,2.1165,98700
-122.94,38.5,46,2280,492,807,366,2.6316,117000
-122.91,38.46,18,2021,353,912,329,4.5,251900
-122.72,38.58,4,7042,1100,2936,1043,5.0555,240800
-122.82,38.55,8,6190,1088,2967,1000,3.8616,195100
-122.81,38.54,12,2289,611,919,540,1.1553,139300
-122.87,38.61,23,2676,521,1456,500,3.7361,173700
-122.86,38.61,52,1753,380,982,380,3.4013,183300
-122.86,38.62,35,2597,522,1231,499,2.7432,174000
-122.87,38.62,18,2721,557,1667,539,3.1875,176100
-122.82,38.64,29,2176,385,1117,374,3.8681,188600
-122.82,38.61,41,2720,501,987,364,4.0294,201700
-122.85,38.62,16,4418,704,1908,697,4.5913,244600
-123.01,38.67,33,914,147,394,132,4.6875,246200
-122.94,38.64,26,4050,712,2072,636,4.0781,287800
-122.87,38.68,32,4073,718,2053,629,3.7352,228000
-122.85,38.77,18,2856,513,1027,405,4.6953,241700
-123.03,38.79,16,4047,769,1998,673,3.375,171900
-123.02,38.81,35,956,213,488,215,3.025,140600
-123.02,38.81,45,1717,389,916,367,3.2425,138800
-123.01,38.8,21,360,96,131,74,3.5156,133300
-123.01,38.79,32,2697,529,1417,535,3.2546,134100
-123.24,38.7,38,1460,311,569,176,2.7171,131300
-123.25,38.54,27,3658,764,1278,518,3.3536,157500
-123.07,38.46,31,855,217,280,139,2.3611,112500
-122.93,38.38,18,2562,500,1128,414,3.9336,262500
-123.02,38.36,16,1496,298,778,284,3.8589,268800
-123,38.33,8,3223,637,851,418,5.6445,364800
-120.84,37.92,27,471,84,195,72,3.3333,208300
-120.79,37.82,17,4227,729,1809,679,3.2667,269500
-120.9,37.81,27,4213,750,2142,746,3.7031,173300
-120.9,37.76,20,570,112,304,108,2.2024,156300
-120.86,37.73,27,508,93,263,81,3.1136,183300
-120.69,37.77,46,431,86,239,80,3.3182,282100
-120.86,37.77,45,621,129,257,124,1.7188,109400
-120.86,37.77,38,1545,279,662,266,3.825,96400
-120.85,37.77,20,651,157,421,151,2.0833,77300
-120.86,37.76,32,964,198,623,201,3.0917,88900
-120.87,37.76,16,2022,413,1126,408,2.5655,116400
-120.85,37.75,26,28,4,9,5,1.625,85000
-120.85,37.78,15,3553,659,1684,611,3.3169,131200
-120.85,37.77,35,404,96,261,100,2.4583,75000
-120.83,37.76,21,435,96,219,83,2.9125,112500
-120.93,37.74,37,1956,402,1265,397,2.3023,91900
-120.95,37.74,18,3453,666,1958,601,3.0043,156500
-120.98,37.71,22,434,89,195,86,2.4211,268800
-120.97,37.69,14,5514,909,2819,970,3.8598,174400
-120.94,37.7,25,1005,159,390,139,4.4,174100
-121.06,37.73,5,2256,420,1246,397,4.9236,155900
-121.18,37.64,43,1244,209,611,197,2.875,187500
-121.06,37.7,7,9374,1847,4827,1722,3.462,151900
-121.04,37.7,52,349,59,121,40,3.3036,197500
-121.02,37.71,25,207,41,87,43,3.6023,131300
-121.03,37.69,6,2607,557,1266,475,3.4632,137700
-121.01,37.7,12,9148,1906,4656,1853,3.2447,142200
-121.06,37.67,31,906,146,383,129,3.4167,196900
-121.06,37.66,6,3655,598,1993,596,4.6053,150100
-121.04,37.66,11,1658,301,913,298,4.1705,162800
-121.04,37.67,16,19,19,166,9,0.536,162500
-121,37.68,15,1232,180,408,196,6.9682,182400
-121,37.68,29,2911,445,1170,460,4.9904,158100
-121,37.67,26,90,18,47,18,1.125,87500
-121.04,37.68,18,5129,1171,3622,1128,2.0272,92700
-121.02,37.69,19,3814,790,2219,804,3.5208,145000
-121.02,37.68,25,3262,588,1834,578,3.996,114500
-121.03,37.68,20,3204,625,2016,605,2.6567,110400
-121.02,37.68,28,2875,560,1608,558,3.5489,106400
-120.95,37.66,16,4478,647,1990,672,5.1473,188400
-120.94,37.66,17,1147,140,327,136,6.8654,290500
-120.98,37.69,18,3176,468,1296,471,5.5684,185100
-120.98,37.68,24,705,114,347,141,3.1912,149600
-120.97,37.68,9,1114,172,529,174,4.7159,163700
-120.98,37.68,27,4006,762,1806,718,3.1848,112800
-120.99,37.67,16,568,124,307,116,2.1518,107400
-120.97,37.67,16,1499,250,1292,271,4.3851,117300
-120.96,37.67,18,1442,229,538,220,4.2969,163200
-120.97,37.66,19,1974,393,799,377,3.1286,137500
-120.96,37.66,15,2485,434,1296,434,3.8542,145200
-120.97,37.66,21,2760,632,1260,576,2.0227,179800
-120.98,37.66,33,1959,342,984,356,4.5208,114200
-120.98,37.65,36,826,167,432,150,2.5,103100
-120.98,37.66,10,934,260,401,255,0.9336,127100
-120.99,37.67,28,1768,423,1066,392,1.8315,90500
-120.99,37.66,39,1748,329,831,302,2.5938,135600
-121.01,37.67,37,2483,459,1072,445,3.0721,108100
-121.01,37.66,36,3679,613,1366,581,4.5,151400
-121.01,37.65,47,1713,334,570,297,2.1969,149400
-121.03,37.67,24,2162,459,1468,441,3.1857,98300
-121.02,37.66,36,3495,641,1688,684,3.1568,109900
-121.02,37.66,28,1437,400,806,338,1.6078,125000
-121.02,37.65,20,2973,620,1996,570,3.0645,106000
-121.03,37.64,22,2001,387,1520,387,3.148,102300
-121.05,37.64,33,1438,237,569,208,3.3516,150000
-121.05,37.62,37,1043,196,555,197,3.4125,125000
-121.02,37.62,30,1721,399,1878,382,2.5363,83900
-121.02,37.61,33,1469,370,1318,349,1.7104,59000
-121.03,37.62,43,1241,240,612,266,2.8194,81300
-121.03,37.62,46,2331,508,1210,484,2.5313,77700
-121.01,37.64,52,201,35,74,22,1.3036,75000
-121.01,37.64,36,1981,507,1998,468,1.9013,69900
-120.99,37.64,41,1580,385,881,361,2.7538,99600
-121,37.65,17,484,202,198,204,0.6825,187500
-121.01,37.65,52,178,53,152,62,0.4999,82500
-121,37.64,52,530,177,325,158,1.1875,90600
-120.96,37.64,41,1467,328,673,310,2.7917,90700
-120.97,37.64,42,2359,504,1131,480,2.0833,95500
-120.98,37.65,40,422,63,158,63,7.3841,172200
-120.98,37.64,40,1791,359,679,322,2.1458,130300
-120.94,37.65,13,5075,978,3033,838,3.0577,119000
-120.92,37.65,23,505,124,163,129,1.3696,275000
-120.95,37.65,14,5200,1119,3221,1102,2.6964,107000
-120.97,37.63,39,2360,607,2047,605,1.7054,58800
-121.01,37.63,41,2764,639,2122,600,1.9643,74900
-121.01,37.62,35,2074,477,1687,431,2.0885,73700
-120.98,37.62,26,3819,955,3010,932,1.9206,81300
-120.99,37.63,21,319,120,276,85,2.4792,60000
-120.99,37.62,37,2014,505,1787,515,1.5515,54100
-121.01,37.61,5,3655,696,2316,647,3.4703,129300
-121,37.61,36,2647,604,2045,550,2.273,62900
-121.02,37.6,33,1009,238,1027,246,2.5993,68000
-120.98,37.59,2,5042,834,2784,787,4.6484,145900
-120.95,37.59,29,1727,439,1063,386,1.8929,63600
-120.94,37.61,13,3309,603,1796,555,3.8372,129300
-120.95,37.61,17,4054,654,2034,667,4.6833,142200
-120.95,37.59,43,1561,354,862,332,1.8466,81500
-120.94,37.59,16,3964,824,2622,766,2.3152,111300
-120.54,37.68,18,335,76,189,67,1.2273,87500
-120.64,37.7,16,284,51,239,46,1.8958,137500
-120.86,37.69,5,6660,1217,3012,1087,3.0809,143600
-120.76,37.65,25,3214,682,2319,640,2.0385,84300
-120.69,37.59,27,1170,227,660,222,2.3906,81800
-120.76,37.61,30,816,159,531,147,3.2604,87900
-120.8,37.61,30,918,154,469,139,3.9688,175000
-120.76,37.58,35,1395,264,756,253,3.6181,178600
-120.85,37.57,27,819,157,451,150,3.4934,193800
-120.87,37.62,30,455,70,220,69,4.8958,142500
-120.87,37.6,32,4579,914,2742,856,2.6619,86200
-120.89,37.59,33,1016,206,617,209,2.151,195800
-120.93,37.56,17,1812,361,672,334,1.55,166100
-120.95,37.57,29,1179,249,672,243,3.1125,154800
-120.98,37.57,27,925,176,449,168,2.6406,129700
-121.02,37.58,36,1285,270,706,273,1.7169,121400
-121.04,37.6,27,958,184,580,177,2.1875,82800
-121.04,37.5,33,613,123,343,116,3.1875,129200
-121.12,37.48,5,4109,820,3062,713,3.2396,125200
-121.11,37.47,12,2263,410,913,330,3.5795,145600
-121.14,37.46,4,2919,503,1592,491,5.2452,161900
-121.2,37.6,30,2110,406,1301,345,2.3173,86500
-121.27,37.56,31,1223,330,1067,245,2.8558,1e+05
-121.31,37.44,33,69,28,47,14,0.536,112500
-121.21,37.5,34,294,49,147,47,3,162500
-121.06,37.42,52,504,96,295,97,3.5,73500
-121.11,37.43,42,412,75,227,75,2.5,74200
-121.29,37.33,36,48,12,27,8,4,75000
-121.09,37.33,40,524,112,329,96,1.7188,112500
-121.01,37.37,41,1045,233,632,230,2.3583,95000
-121.01,37.33,17,1926,410,1054,321,1.6214,71500
-121.03,37.32,42,2905,561,1457,551,2.2566,82100
-121.04,37.3,6,2657,486,1409,392,3.3824,115500
-120.86,37.53,18,2829,732,1751,712,1.6445,156900
-120.88,37.53,18,239,39,92,36,5.3168,175000
-120.85,37.55,45,350,62,187,63,2.5938,275000
-120.89,37.52,42,1200,221,647,192,2.5402,157500
-120.96,37.51,30,1288,237,720,233,2.3864,139100
-120.79,37.53,20,1417,263,853,263,3.3083,108300
-120.8,37.53,29,1162,254,726,225,2.1932,90600
-120.81,37.53,15,570,123,189,107,1.875,181300
-120.82,37.54,20,707,114,282,86,6.1324,164800
-120.8,37.52,13,2920,481,1602,490,3.9286,145800
-120.72,37.54,17,729,134,431,121,4.2188,131300
-120.79,37.49,44,1186,225,687,234,3.4167,160700
-120.89,37.48,27,1118,195,647,209,2.9135,159400
-120.88,37.52,2,1871,409,707,256,2.6103,133600
-120.86,37.49,22,2140,445,1441,409,2.4706,89400
-120.85,37.49,42,264,72,310,70,1.4063,61500
-120.86,37.52,9,9885,1871,5372,1843,3.4821,127100
-120.85,37.51,15,1131,285,728,281,1.5531,93100
-120.82,37.49,25,1611,285,882,261,3.5547,122400
-120.83,37.5,30,1340,244,631,231,3.375,118500
-120.84,37.51,8,1191,242,688,260,2.7243,138400
-120.83,37.52,6,1488,252,773,259,4.1859,150000
-121.62,39.16,7,4480,776,2271,767,3.809,110700
-121.63,39.16,7,1879,444,1065,410,2.4183,103800
-121.63,39.15,27,336,60,195,68,5.3946,71800
-121.62,39.16,16,2037,464,1267,451,2.4556,97100
-121.63,39.15,16,1547,418,940,400,1.5613,72500
-121.62,39.15,36,2321,455,1168,489,3.0962,74000
-121.62,39.15,23,1984,528,1043,452,1.9375,65300
-121.63,39.14,39,1874,411,822,377,2.5038,68300
-121.62,39.14,41,2183,559,1202,506,1.6902,61500
-121.61,39.13,21,1432,328,933,336,1.6823,83800
-121.63,39.12,34,1991,348,804,344,3.4492,98800
-121.62,39.12,35,2787,587,1431,601,2.5469,65900
-121.62,39.12,26,1405,204,627,215,4.2188,94200
-121.63,39.12,32,2574,425,1099,391,4.3864,117500
-121.62,39.11,5,2320,502,1245,489,3.2465,97200
-121.63,39.1,22,3585,548,1757,577,4.174,100100
-121.62,39.09,21,2693,481,1337,435,3.8534,99700
-121.68,39.13,17,1969,297,717,268,3.4698,179700
-121.65,39.13,11,4833,944,2336,841,2.6842,89100
-121.68,39.11,19,1366,220,596,203,4.0625,141700
-121.64,39.12,13,6408,1087,3294,1106,4.2656,110700
-121.64,39.11,18,3212,542,1817,508,3.3793,92900
-121.66,39.15,22,2144,376,1200,370,3.4426,102400
-121.65,39.16,16,5022,1103,2087,956,2.3963,114800
-121.64,39.22,37,1189,248,627,219,3.8611,1e+05
-121.67,39.26,29,3041,683,2106,687,1.6315,58000
-121.83,39.23,25,3819,702,1983,658,2.4464,72500
-121.74,39.15,20,2302,412,1205,399,2.8,71200
-121.91,39.14,45,845,155,343,136,2.125,62000
-121.67,38.85,46,645,131,410,122,1.7417,110400
-121.62,38.96,36,1826,329,1068,318,1.9797,118800
-121.7,39.07,26,2668,510,1437,505,3.3125,1e+05
-121.47,38.95,34,2129,350,969,314,2.7039,106300
